aweme_id,comment_count,digg_count,download_count,share_count,duration,my_sent,hf_sent,dich_hf_sent,dich_my_sent
7243864325973216538,26,15620,12,52,11867,0.6,0.617434287071228,1,1
7243459322993249562,67,32421,56,56,11911,0.5952380952380952,0.605409114133744,1,1
7243411721111571739,27,5227,2,13,12813,0.6,0.6849299907684326,1,1
7240869725155118362,47,29040,31,98,13567,0.55,0.6148092746734619,1,1
7240856694673231131,29,14864,22,38,8434,0.3333333333333333,0.3110108375549316,0,0
7240104190809214235,88,11216,24,79,18320,0.3888888888888889,0.4784457451767391,0,0
7240079271622937883,30,28614,10,39,11214,0.4285714285714285,0.1930153625352042,0,0
7239042117815864602,206,58341,35,314,40379,0.673469387755102,0.7598610873125038,1,1
7238603248960064795,27,3822,3,18,10700,0.4285714285714285,0.6295241287776402,1,0
7235324626648255770,398,271073,261,7127,9984,0.6875,0.6438951306045055,1,1
7234222579706285339,96,20756,112,178,15000,0.5714285714285714,0.6549649360228558,1,1
7234198330769788186,126,113567,150,221,25171,0.4680851063829787,0.611554409595246,1,0
7234170515273862426,112,109367,86,222,14934,0.7142857142857143,0.7255590910814247,1,1
7231934047113596186,100,22588,34,172,66803,0.5106382978723404,0.613854410800528,1,1
7231264357039066395,60,29615,15,108,5340,0.425,0.4922579273581505,0,0
7256571081413250331,251,55893,77,335,21663,0.56,0.4429224336147308,0,1
7255929972978732314,261,42670,29,147,59506,0.38,0.4495967602729797,0,0
7255905858406583578,145,19078,23,54,31067,0.3829787234042553,0.5908462709568917,1,0
7255890447388740890,347,118434,605,3857,14001,0.4565217391304347,0.4562722159468609,0,0
7255733013659667739,222,21784,38,108,47600,0.52,0.4376204788684845,0,1
7255560827510492443,186,33653,37,92,59034,0.5102040816326531,0.4968745501673951,0,1
7254884797116435738,530,34041,62,201,36292,0.4583333333333333,0.3680915584166844,0,0
7254678858308308250,215,41549,75,439,46827,0.52,0.6879798483848572,1,1
7253825262784089371,508,39066,143,527,8148,0.44,0.2893891179561615,0,0
7253817620976110874,72,15422,40,70,6686,0.5135135135135135,0.4715735380714004,0,1
7253182452825410842,348,32462,110,368,15734,0.48,0.6102096581459046,1,0
7251218728736656666,321,85978,85,279,58900,0.3125,0.3666313402354717,0,0
7249862745993071899,570,56737,303,1330,9343,0.36,0.4268711256980896,0,0
7249410990490586395,1070,136392,217,901,17431,0.42,0.4750056672096252,0,0
7249407192741334298,1010,201717,145,251,32442,0.32,0.4452066278457641,0,0
7249406876985707803,490,192625,222,380,52498,0.4,0.2979638075828552,0,0
7249398597769284890,167,24504,23,32,56499,0.4285714285714285,0.4029355414059697,0,0
7249109681988324635,1595,103606,313,501,59626,0.36,0.410226833820343,0,0
7249043332276571418,665,34030,53,85,88534,0.4081632653061224,0.2973386864272915,0,0
7248698973601467674,2359,124339,198,426,59047,0.36,0.732074933052063,1,0
7248653788968537370,1061,129844,257,2381,67444,0.34,0.3991408503055572,0,0
7248376047975107867,1300,190731,463,632,69218,0.4,0.3160924994945526,0,0
7248362178523237658,339,66202,50,106,7685,0.58,0.510936096906662,1,1
7248348947448614170,2652,533529,1692,1899,113164,0.4,0.4419434893131256,0,0
7247956063595564314,1044,139415,276,680,13188,0.4166666666666667,0.4258572546144326,0,0
7247937489598532890,3846,1127847,5066,5511,58900,0.44,0.4743869411945343,0,0
7244515183224229146,4139,484246,1025,1969,51622,0.48,0.366698647737503,0,0
7244501389311855898,465,58416,136,280,7987,0.54,0.5493865311145782,1,1
7244483014980291867,275,37446,111,565,15000,0.5510204081632653,0.7115560988990628,1,1
7243090506018819354,795,347931,318,775,8667,0.3,0.491516592502594,0,0
7243080423570443546,220,28151,611,188,6273,0.5,0.6100506675243378,1,1
7243078511005650202,335,104087,154,371,6501,0.2857142857142857,0.526386808375923,1,0
7241279745969655067,328,80759,125,406,56884,0.2448979591836734,0.5028147101402283,1,0
6542558213013771279,79833,4344449,4268,36727,11214,0.5531914893617021,0.4234393911158784,0,1
6592202398792420614,25342,3640014,14757,40055,13861,0.6046511627906976,0.5928261224613633,1,1
7256465314378992922,21,3384,9,14,12236,1.0,0.9998552799224854,1,1
7256390474934537498,34,5285,5,14,12120,0.0714285714285714,0.3357855975627899,0,0
7250184646355422491,45,4153,31,20,28142,0.5,0.754099600844913,1,1
7248731740150320411,42,2840,37,14,15000,0.4545454545454545,0.5384073745120656,1,0
7243460177851206938,47,11146,39,50,11238,0.6,0.4053364157676696,0,1
7241223900267384091,54,6632,11,89,64233,0.5588235294117647,0.6045303327195785,1,1
7234129550693731611,143,26905,25,246,24634,0.5555555555555556,0.4998132334815131,0,1
7209310407352143109,233,6743,56,87,45167,0.6190476190476191,0.6636087568033309,1,1
7198935004611710214,79,9092,45,79,11818,0.5777777777777777,0.6755172067218357,1,1
7160671816636173573,160,31604,151,71,12654,0.6875,0.7319187248746554,1,1
7137343169892453638,385,6329,225,42,11631,0.4166666666666667,0.7774818316102028,1,0
7131404022124236038,60,7443,39,14,16158,0.7631578947368421,0.5610096893812481,1,1
7131045520943910150,104,15576,203,59,10702,0.6136363636363636,0.7916882932186127,1,1
7113163880993541382,151,9164,73,29,36453,0.6530612244897959,0.6736511721902964,1,1
7099791973367827717,63,4094,16,9,37010,0.2368421052631578,0.2889949804858157,0,0
7068703900555054341,218,69512,145,51,10934,0.5833333333333334,0.6052121023337046,1,1
7066843009102499077,226,20871,146,68,15160,0.4680851063829787,0.6606886577098927,1,0
7066445541793713414,698,43559,246,108,9634,0.6046511627906976,0.6852887425311777,1,1
7065700430222740741,133,27505,188,154,10632,0.6046511627906976,0.7076872115911439,1,1
7062724625414835461,169,30707,152,46,7149,0.3953488372093023,0.5141084831814433,1,0
7058987975861882117,239,23355,109,40,9680,0.4680851063829787,0.5632307529449463,1,0
7049418295719513349,284,13808,106,62,13674,0.6666666666666666,0.8151527894867792,1,1
7047988806468914438,163,27905,58,54,10911,0.782608695652174,0.7711727372978044,1,1
7045702905260936454,66,17095,29,26,13117,0.6470588235294118,0.5630893707275391,1,1
7037882609153690886,158,10527,59,54,26793,0.3684210526315789,0.4511246367504722,0,0
7035289322832055557,141,22113,304,194,15160,0.5957446808510638,0.6415177938785959,1,1
7028579329470696709,113,8460,37,24,15067,0.5909090909090909,0.6261619112708352,1,1
7026354192864382214,49,8829,17,29,18899,0.4090909090909091,0.6218218911777843,1,0
7025292672139070725,145,18355,123,85,9448,0.6904761904761905,0.7040626818225497,1,1
7020153466614041862,393,25895,78,80,24959,0.5957446808510638,0.6596168888376114,1,1
7254622257337666842,142,37004,1235,409,32600,0.6304347826086957,0.6267246591008228,1,1
7250540999359876378,501,41755,1006,944,45115,0.72,0.6612705290317535,1,1
7249795552823528731,40,6941,56,52,43885,0.75,0.7002027481794357,1,1
7249412781642943771,43,8935,232,92,39844,0.3846153846153846,0.5611006021499634,1,0
7247568677866982683,220,84256,2530,1626,45000,0.54,0.5862252509593964,1,1
7245350447970553115,79,20478,525,321,27584,0.4242424242424242,0.5082666079203287,1,0
7244600912029797659,1733,109769,3986,3502,44047,0.6888888888888889,0.8847822705904643,1,1
7243858638538804506,95,35144,343,313,14279,0.5121951219512195,0.3701835463686687,0,1
7243118859656514843,1347,366455,2275,2844,29667,0.5,0.4176526467005412,0,1
7242746906353487131,393,54117,768,581,17716,0.3958333333333333,0.4990035817027092,0,0
7242001536149212443,241,66204,3674,1374,38667,0.6153846153846154,0.5894626929209783,1,1
7241262241369165082,32,12609,292,72,22383,0.7777777777777778,0.755115634865231,1,1
7240520408854777114,133,30666,703,395,39467,0.5121951219512195,0.5545154766338628,1,1
7239408322254769435,4898,304064,13024,8614,42515,0.5405405405405406,0.7133853628828719,1,1
7237546330258787610,1054,76199,1072,500,13767,0.9166666666666666,0.4351882350941499,0,1
7236431794483121434,532,44119,1147,914,40800,0.5952380952380952,0.6883276984805152,1,1
7235325974097710363,478,381246,9494,2691,19434,0.625,0.5875363076726595,1,1
7234173276510047514,37,13568,79,40,9403,0.6363636363636364,0.7909239855679598,1,1
7233843103172447515,22,8611,92,33,39287,0.5,0.0160885155200958,0,1
7231984074791882011,1662,94552,3126,3129,48167,0.5588235294117647,0.6398082585895762,1,1
7231234148579527962,38,7954,82,27,31603,0.4545454545454545,0.7951490987430919,1,0
7230504081356295450,416,32915,882,779,53700,0.6428571428571429,0.7866518242018563,1,1
7229758483808161050,325,88812,1590,1895,45500,0.56,0.4214798951148987,0,1
7229370764057660698,517,69325,4202,2421,18273,0.6,0.7575061082839966,1,1
7225307123956190490,5050,308761,8637,7884,38103,0.5869565217391305,0.7555798836376356,1,1
7224546933807811866,56,15847,463,126,49504,0.5,0.707798421382904,1,1
7223795695646461190,125,10470,112,58,20434,0.2826086956521739,0.3301582880642103,0,0
7222709741586222341,3290,181733,5154,5892,50038,0.5777777777777777,0.7660598145590888,1,1
7221245207419849990,102,22284,924,319,42468,0.5151515151515151,0.772876829812021,1,1
7219739516771306757,76,17818,226,297,12770,0.5121951219512195,0.6855997719415804,1,1
7217514702887226629,1983,151442,6031,4076,51176,0.4,0.4731718584895134,0,0
7217064943915453702,84,20026,964,487,64551,0.7741935483870968,0.8350954805651019,1,1
7257225609523334427,43,3296,6,37,24434,0.5,0.6323470734059811,1,1
7256858916389211419,43,11674,13,24,42234,0.375,0.6528030820190907,1,0
7254634621860646171,61,19290,52,58,14100,0.4375,0.6404599826782942,1,0
7253510445124832539,41,8682,27,18,88200,0.6153846153846154,0.5135292640099158,1,1
7252798649367809306,82,16833,47,131,16267,0.3333333333333333,0.6754749715328217,1,0
7252426623490723099,84,22835,123,143,10667,0.6666666666666666,0.5005210737387339,1,1
7251644060350319898,180,38195,297,248,14234,0.3333333333333333,0.5399107277393341,1,0
7251281347942157594,83,14782,98,109,19667,0.4,0.6514028429985046,1,0
7248298942289530139,4481,428844,9401,6290,25267,0.3541666666666667,0.4791024178266525,0,0
7247912231206128923,73,14926,67,78,14467,0.5882352941176471,0.8525019112755271,1,1
7247542712814095642,932,69760,2054,14264,7834,0.3191489361702128,0.549431913710655,1,0
7247162236731428122,69,14786,84,108,18400,0.7777777777777778,0.2543883919715881,0,1
7246792593516891419,100,49497,346,198,36034,0.4166666666666667,0.3833693265914917,0,0
7246423021433490715,154,12399,65,159,17667,0.75,0.5590548396110535,1,1
7245342819391442202,42,29068,67,46,19534,0.2857142857142857,0.1753710848944527,0,0
7244590758571937050,585,32117,116,779,28734,0.44,0.6068442213535309,1,0
7244201979495320858,1681,517735,11325,39066,22434,0.26,0.3543309903144836,0,0
7243827166989929755,75,18985,95,62,36334,0.5294117647058824,0.6952243429772994,1,1
7243508447805803802,38,7975,9,16,34767,0.7272727272727273,0.5204335776242343,1,1
7242711348604357914,178,46848,275,2064,15267,0.3684210526315789,0.3834360492856879,0,0
7241995623828851994,7543,267173,4789,82703,24100,0.5,0.4722398543357849,0,1
7240889021654715675,482,92717,340,619,60034,0.5510204081632653,0.8241633164639376,1,1
7240158332059782427,1940,125260,575,8502,23634,0.4,0.7434970963001252,1,0
7236753494210825499,203,31957,267,1289,27200,0.5306122448979592,0.672841447956708,1,1
7236410639869070619,1971,381049,1991,832,28967,0.58,0.8701642966270446,1,1
7236065312846662938,873,39527,248,1573,34634,0.56,0.4524597060680389,0,1
7234955314523573531,1288,257653,2100,10335,14134,0.5208333333333334,0.7288975566625595,1,1
7233843721421311258,203,64458,272,701,28067,0.3793103448275862,0.3697576193973936,0,0
7233447284359351579,4304,374806,4246,35771,32134,0.36,0.4536530423164367,0,0
7232725372230569243,80,54485,683,216,32900,0.5806451612903226,0.5689027309417725,1,1
7197881921014091013,1103,205447,576,736,32182,0.58,0.7329913687705993,1,1
7191572389761748230,19176,5614714,31745,35507,99241,0.4081632653061224,0.4807147201226682,0,0
7071368142718717189,7021,2151959,15152,3040,14951,0.5319148936170213,0.6972496953416378,1,1
7257623162987269403,79,26138,11,90,42800,0.4418604651162791,0.6196649116139079,1,0
7257224121610669338,591,21545,6,101,159543,0.26,0.471977322101593,0,0
7256525018941705499,172,21688,21,33,42567,0.64,0.5505843937397004,1,1
7255762126550207770,225,30133,21,102,44721,0.64,0.6564186835289001,1,1
7255440538252430619,431,27286,48,90,57200,0.56,0.8063111972808837,1,1
7255036993128762650,92,12397,17,32,23544,0.5,0.6002411089445415,1,1
7254632063763090715,317,33867,18,64,154400,0.64,0.8641034114360809,1,1
7254243623603113243,858,100069,125,287,5015,0.52,0.7970333099365234,1,1
7253944907218439451,298,24188,53,106,142012,0.26,0.5435912275314331,1,0
7253190903416884507,161,24327,33,174,71300,0.62,0.7932491135597229,1,1
7252814924093607195,94,11097,17,29,13722,0.5957446808510638,0.8347215817329732,1,1
7252402250423749915,158,8584,27,81,121045,0.52,0.4986218976974487,0,1
7252069186401275163,210,55778,37,64,10216,0.22,0.5052548086643219,1,0
7251665148333591834,539,72179,103,194,68637,0.64,0.6251658046245575,1,1
7251310201905679643,2974,109093,152,824,38614,0.1,0.242534589767456,0,0
7250911583075945755,112,22035,36,29,11911,0.574468085106383,0.7528076590375697,1,1
7250567246366395675,155,16767,27,34,29234,0.5416666666666666,0.7255423093835512,1,1
7250193069042109722,120,9748,21,19,23900,0.8,0.8917160475254059,1,1
7249817543920110874,407,59157,46,106,35618,0.66,0.8481710040569306,1,1
7249057141556923675,523,113028,326,878,43351,0.36,0.4565103280544281,0,0
7247975750597463322,471,57007,39,102,145611,0.58,0.7281068396568299,1,1
7247597514617048346,528,293267,109,302,19067,0.5510204081632653,0.7040920500852623,1,1
7247139495806553370,119,77404,37,73,6013,0.2857142857142857,0.4784836070878165,0,0
7246822865373351194,121,25581,35,29,10334,0.5833333333333334,0.7519418969750404,1,1
7245742236888059163,713,103560,353,910,42468,0.72,0.8407218670845031,1,1
7245378689863617818,141,26013,18,23,28885,0.48,0.6058330380916596,1,0
7245012837557341466,492,94041,29,121,154667,0.56,0.5925825452804565,1,1
7244618694276484378,770,137678,35,418,58034,0.24,0.5234288454055787,1,0
7244203809897975066,1699,156515,44,328,15000,0.76,0.8950953483581543,1,1
7243839704934681883,235,34539,68,65,14512,0.56,0.7135906314849854,1,1
7257208336054045978,116,5900,29,31,46880,0.4418604651162791,0.591999069202778,1,0
7256113066230746395,116,8627,27,37,47200,0.4693877551020408,0.6019663603938356,1,0
7255727628567530779,55,18660,23,62,23367,0.5172413793103449,0.0776731824052744,0,1
7254657019980909851,65,4557,11,18,57701,0.7368421052631579,0.7627920994633123,1,1
7254601779080432922,459,9512,28,72,9534,0.88,0.9885458517074583,1,1
7254233850392415514,51,11084,19,48,58049,0.5517241379310345,0.7576102038909649,1,1
7253800740873866523,62,3584,4,2,16534,0.7435897435897436,0.8511483776263702,1,1
7253800511885937946,57,2369,4,2,14767,0.7428571428571429,0.7573044572557722,1,1
7253119948837473563,77,9021,53,56,40239,0.6808510638297872,0.595368948388607,1,1
7252387328746966298,184,35595,186,261,33552,0.3684210526315789,0.5587548488064816,1,0
7251665003932175643,61,22218,43,63,48506,0.8235294117647058,0.3048264156369602,0,1
7250511321165221147,110,22036,68,111,31903,0.3157894736842105,0.5588223432239733,1,0
7249766397385968922,83,27480,119,467,45255,0.5428571428571428,0.6215132798467363,1,1
7249047929221106970,522,100734,824,410,52500,0.4285714285714285,0.64514921149429,1,0
7247940772396305690,35,7779,5,17,8967,0.375,0.363642156124115,0,0
7246818506245704986,35,2224,4,5,10167,0.6153846153846154,0.8282732321665838,1,1
7246464192306236699,42,13634,32,73,47136,0.6666666666666666,0.5375997980435689,1,1
7245751514361318682,48,3773,7,3,47067,0.5185185185185185,0.707069162969236,1,1
7245686024435666203,96,14178,39,112,53869,0.282051282051282,0.4960842912013714,0,0
7244967186043768091,41,4594,9,10,10982,0.8125,0.9552883356809616,1,1
7244619900684176667,414,62568,357,347,34411,0.4897959183673469,0.6386366413564099,1,0
7243908604112162074,939,88703,131,1216,58700,0.18,0.2268603432178497,0,0
7243889619819826458,3822,915949,1572,27689,8148,0.28,0.2991692972183227,0,0
7243847899958742299,24,3999,5,2,5804,0.0,0.5014486014842987,1,0
7243408026038783258,21,1458,2,6,40200,0.5,0.9934167861938475,1,1
7243116867471052058,34,12805,20,45,26911,0.5,0.3917929132779439,0,1
7242781443276033307,79,32909,95,101,55054,0.5833333333333334,0.6277778471509615,1,1
7089504551144787206,7208,1051255,17850,26931,157336,0.48,0.4686722838878631,0,0
7092105262743571718,12016,1400458,18754,7179,167692,0.46,0.453076924085617,0,0
7247688092910456091,67,7184,19,12,42515,0.6521739130434783,0.7284857838050179,1,1
7246087427595570459,277,32032,188,396,41586,0.46,0.5603247857093812,1,0
7245359615444143387,72,18700,111,71,176644,0.723404255319149,0.7465676348260109,1,1
7244973105226042651,120,26328,169,680,8869,0.5714285714285714,0.4752413484514976,0,1
7244598240958598426,48,7197,87,69,44800,0.68,0.6535853886604309,1,1
7244223989172702490,244,34805,269,424,32234,0.66,0.4361822021007537,0,1
7243829291912367386,66,9606,51,125,51434,0.4736842105263157,0.4998124869246232,0,0
7241609488694873371,696,234477,703,4928,78167,0.5102040816326531,0.6707478615702415,1,1
7234187599160577307,89,24142,116,199,9450,0.5306122448979592,0.5695751990590777,1,1
7233477416411352346,84,22435,86,186,48834,0.425531914893617,0.5259421138053245,1,0
7232729063662554394,240,46477,130,985,67434,0.4166666666666667,0.5858283887306849,1,0
7232309251333508379,71,7954,34,39,59800,0.52,0.5601504456996917,1,1
7231642184880114971,46,7363,45,78,89967,0.64,0.51120201587677,1,1
7230149690120015131,242,50947,213,828,23367,0.34,0.3571981275081634,0,0
7229444646185798938,1693,299837,3676,5441,179304,0.4897959183673469,0.3931165617339465,0,0
7229043543606578459,124,81738,322,1209,9450,0.3617021276595745,0.4822091663137395,0,0
7228654110357130522,86,9444,100,56,17275,0.6122448979591837,0.6381888924812784,1,1
7228295346894523675,101,16965,70,118,46067,0.4791666666666667,0.6215007814268271,1,0
7218228433401236742,815,149713,1798,3297,19900,0.48,0.5505958211421966,1,0
7217868380810906886,72,11826,123,78,27434,0.5263157894736842,0.6615474882878756,1,1
7217102148318858502,88,11556,150,148,20386,0.4666666666666667,0.5607409927580091,1,0
7214861492439616774,132,21511,104,406,59800,0.5957446808510638,0.614078459587503,1,1
7210805534260268293,64,13523,53,74,59734,0.7272727272727273,0.6115659935907884,1,1
7199663639022865669,182,24630,185,164,95567,0.673469387755102,0.6132610488911064,1,1
7196335960370564357,1667,193953,2415,20718,65700,0.3469387755102041,0.559666357478317,1,0
7192260799388241158,245,63501,415,851,147353,0.4693877551020408,0.4020666516557031,0,0
7189372590396345605,191,28195,334,222,143000,0.574468085106383,0.6461376268812951,1,1
7181068390272994565,240,26223,296,258,25518,0.6938775510204082,0.5865417633737836,1,1
7180478320474197253,67,10956,84,64,18534,0.4634146341463415,0.5322653564011178,1,0
7179703871931960582,77,16944,107,95,50200,0.6595744680851063,0.7699487285411104,1,1
7178582660367895813,270,56009,474,528,132700,0.5869565217391305,0.5559678012910096,1,1
7111006297797053738,350,95431,679,329,33829,0.68,0.5920341908931732,1,1
7108044814024756526,268,68665,426,131,39913,0.4468085106382978,0.2875953316688537,0,0
7073210616948821294,134,21027,918,285,59162,0.5625,0.466475257029136,0,1
7249103919991868715,92,5366,1,96,9008,0.5,0.4779651008154216,0,1
7248987490323926314,30,3779,4,56,94480,0.5,0.5822881639003754,1,1
7241554805175586094,403,24809,220,731,8289,0.52,0.5763385260105133,1,1
7236757295911243054,84,7470,97,67,9519,0.723404255319149,0.7283724039158923,1,1
7233882880458411307,31,314,0,4,17368,0.5454545454545454,0.5352369817820463,1,1
7233851482200771886,61,930,16,110,45000,0.5526315789473685,0.5364371412678769,1,1
7230917153501859114,21,1245,17,36,7010,0.0,0.0005612969398498,0,0
7230567066367970606,67,2093,11,34,24171,0.5116279069767442,0.6293920722118643,1,1
7230186402519158062,48,723,4,5,8103,0.5,0.2655818611383438,0,1
7157398779744865541,17009,927397,418,23529,8916,0.3673469387755102,0.4693353480222273,0,0
7246436107699621146,4378,332204,331,30622,12143,0.36,0.4200909233093262,0,0
7244274390928592155,1002,138064,121,6362,6500,0.3,0.4612285733222961,0,0
7240486920646561051,1982,128646,44,9398,6900,0.52,0.5675613796710968,1,1
7228668436736527642,5350,454299,1464,31722,6454,0.46,0.4064621341228485,0,0
7215270762532457734,1738,145399,373,11396,10355,0.4791666666666667,0.5070835612714291,1,0
7207117597903441158,5189,357498,269,21802,6013,0.3265306122448979,0.4576397671991465,0,0
7204925433664621829,1170,130511,200,8345,6849,0.3478260869565217,0.5088424138400865,1,0
7197165985076497670,6172,743952,415,30341,9310,0.52,0.545979186296463,1,1
7194451178040675590,555,88785,61,1266,7734,0.56,0.4777983772754669,0,1
7191503300619947270,3857,390833,334,13386,7894,0.3111111111111111,0.4989306198226081,0,0
7189752156465941765,11619,1581907,2125,57597,10402,0.3043478260869565,0.5255789640157119,1,0
7180423098007571717,4800,341826,273,21897,6338,0.2653061224489796,0.4178484824238991,0,0
7178922638721502469,1163,87486,94,5304,6834,0.5510204081632653,0.6129998832332845,1,1
7176699318412365062,1154,65521,73,4999,7151,0.5208333333333334,0.5470211145778497,1,1
7175572590931627269,1402,240880,226,7244,8637,0.425531914893617,0.5425864889266643,1,0
7171898830655474950,5835,468367,394,15788,8767,0.34,0.4630386257171631,0,0
7168937988183837958,2259,166807,44,3130,6480,0.4285714285714285,0.5261846707791699,1,0
7165172774439357701,8162,602795,427,11139,10680,0.2826086956521739,0.4154778576415518,0,0
7164051268963536133,1227,155961,172,2797,6222,0.6666666666666666,0.7375466426213583,1,1
7162592881843129605,1479,125978,69,2140,5804,0.3617021276595745,0.4067978681402003,0,0
7161829113098013957,1239,100427,96,3036,6900,0.4081632653061224,0.5374694332784536,1,0
7160380451960458501,2567,160122,218,4372,8434,0.4893617021276595,0.4819251197449704,0,0
7158450932051741957,3425,355821,223,5406,7174,0.4166666666666667,0.5667023708422979,1,0
7158122149830577413,1470,91763,106,2941,9101,0.425531914893617,0.3122228865927838,0,0
7156663760667675909,2139,154191,30,3052,6686,0.425531914893617,0.4021516480344407,0,0
7135908498755407109,17715,1831466,537,17229,6313,0.4375,0.5412601927916209,1,0
7132135416278338821,7444,432784,215,6418,6174,0.4285714285714285,0.5522069967522913,1,0
