aweme_id,comment_count,digg_count,download_count,share_count,duration
7251665148333591834,539,72179,103,194,68637
7251310201905679643,2974,109093,152,824,38614
7250911583075945755,112,22035,36,29,11911
7250567246366395675,155,16767,27,34,29234
7250193069042109722,120,9748,21,19,23900
7249817543920110874,407,59157,46,106,35618
7249057141556923675,523,113028,326,878,43351
7247975750597463322,471,57007,39,102,145611
7247597514617048346,528,293267,109,302,19067
7247139495806553370,119,77404,37,73,6013
7246822865373351194,121,25581,35,29,10334
7245742236888059163,713,103560,353,910,42468
7245378689863617818,141,26013,18,23,28885
7245012837557341466,492,94041,29,121,154667
7244618694276484378,770,137678,35,418,58034
7244203809897975066,1699,156515,44,328,15000
7243839704934681883,235,34539,68,65,14512
7257581250922237211,20,1153,0,1,45115
7257208336054045978,116,5900,29,31,46880
7256113066230746395,116,8627,27,37,47200
7255727628567530779,55,18660,23,62,23367
7255027853752896794,13,1211,1,6,10134
7254657019980909851,65,4557,11,18,57701
7254601779080432922,459,9512,28,72,9534
7254233850392415514,51,11084,19,48,58049
7253800740873866523,62,3584,4,2,16534
7253800511885937946,57,2369,4,2,14767
7253119948837473563,77,9021,53,56,40239
7252387328746966298,184,35595,186,261,33552
7251665003932175643,61,22218,43,63,48506
7251260755645910298,17,2758,1,3,40300
7250888695518137626,27,3506,5,9,58513
7250511321165221147,110,22036,68,111,31903
7249766397385968922,83,27480,119,467,45255
7249047929221106970,522,100734,824,410,52500
7247940772396305690,35,7779,5,17,8967
7247908295552421147,13,1883,2,4,26214
7247497540059385115,11,2767,0,10,9800
7246818506245704986,35,2224,4,5,10167
7246464192306236699,42,13634,32,73,47136
7245751514361318682,48,3773,7,3,47067
7245686024435666203,96,14178,39,112,53869
7244967186043768091,41,4594,9,10,10982
7244619900684176667,414,62568,357,347,34411
7243908604112162074,939,88703,131,1216,58700
7243889619819826458,3822,915949,1572,27689,8148
7243847899958742299,24,3999,5,2,5804
7243408026038783258,21,1458,2,6,40200
7243116867471052058,34,12805,20,45,26911
7242781443276033307,79,32909,95,101,55054
7089504551144787206,7208,1051255,17850,26931,157336
7092105262743571718,12016,1400458,18754,7179,167692
7247688092910456091,67,7184,19,12,42515
7246087427595570459,277,32032,188,396,41586
7245359615444143387,72,18700,111,71,176644
7244973105226042651,120,26328,169,680,8869
7244598240958598426,48,7197,87,69,44800
7244223989172702490,244,34805,269,424,32234
7243829291912367386,66,9606,51,125,51434
7241609488694873371,696,234477,703,4928,78167
7234187599160577307,89,24142,116,199,9450
7233477416411352346,84,22435,86,186,48834
7232729063662554394,240,46477,130,985,67434
7232309251333508379,71,7954,34,39,59800
7231642184880114971,46,7363,45,78,89967
7230149690120015131,242,50947,213,828,23367
7229444646185798938,1693,299837,3676,5441,179304
7229043543606578459,124,81738,322,1209,9450
7228654110357130522,86,9444,100,56,17275
7228295346894523675,101,16965,70,118,46067
7218639640184573189,146,31765,36,160,0
7218228433401236742,815,149713,1798,3297,19900
7217868380810906886,72,11826,123,78,27434
7217102148318858502,88,11556,150,148,20386
7214861492439616774,132,21511,104,406,59800
7210805534260268293,64,13523,53,74,59734
7199663639022865669,182,24630,185,164,95567
7196335960370564357,1667,193953,2415,20718,65700
7192260799388241158,245,63501,415,851,147353
7189372590396345605,191,28195,334,222,143000
7181068390272994565,240,26223,296,258,25518
7180478320474197253,67,10956,84,64,18534
7179703871931960582,77,16944,107,95,50200
7178582660367895813,270,56009,474,528,132700
7111006297797053738,350,95431,679,329,33829
7108044814024756526,268,68665,426,131,39913
7073210616948821294,134,21027,918,285,59162
7253790783105584430,37,517,1,13,0
7251979572118490414,12,234,0,2,11841
7251616152009313579,12,269,0,9,14581
7249902458309266730,20,134,0,2,15046
7249365793522142510,5,80,0,0,42004
7249103919991868715,92,5366,1,96,9008
7248987490323926314,30,3779,4,56,94480
7248616822444920107,19,256,0,0,9055
7246009863313313070,5,632,0,5,7134
7242689447169641774,7,475,0,8,0
7242297839949303082,24,2776,0,8,10145
7241554805175586094,403,24809,220,731,8289
7241196632526589230,19,1345,4,3,6454
7240086150461836590,9,146,1,4,35900
7239370613729594666,19,336,0,6,42800
7239083030193900846,26,458,14,10,0
7238990629668162858,15,481,5,3,34713
7236757295911243054,84,7470,97,67,9519
7236387502523829547,31,2166,16,13,16300
7235461934164888875,16,233,0,7,19867
7234994321735290155,13,179,0,2,32700
7234888656178253099,14,1270,16,7,8900
7233882880458411307,31,314,0,4,17368
7233851482200771886,61,930,16,110,45000
7232771343740046635,31,766,3,5,7778
7231970825178549547,17,338,2,6,13838
7231375711628479786,14,203,1,12,11000
7230917153501859114,21,1245,17,36,7010
7230567066367970606,67,2093,11,34,24171
7230186402519158062,48,723,4,5,8103
7157398779744865541,17009,927397,418,23529,8916
7246436107699621146,4378,332204,331,30622,12143
7244274390928592155,1002,138064,121,6362,6500
7240486920646561051,1982,128646,44,9398,6900
7228668436736527642,5350,454299,1464,31722,6454
7215270762532457734,1738,145399,373,11396,10355
7207117597903441158,5189,357498,269,21802,6013
7204925433664621829,1170,130511,200,8345,6849
7197165985076497670,6172,743952,415,30341,9310
7194451178040675590,555,88785,61,1266,7734
7191503300619947270,3857,390833,334,13386,7894
7190131588888366342,666,50660,56,2154,0
7189752156465941765,11619,1581907,2125,57597,10402
7184153433539104005,2996,248790,89,6557,0
7180423098007571717,4800,341826,273,21897,6338
7178922638721502469,1163,87486,94,5304,6834
7176699318412365062,1154,65521,73,4999,7151
7175572590931627269,1402,240880,226,7244,8637
7171898830655474950,5835,468367,394,15788,8767
7168937988183837958,2259,166807,44,3130,6480
7165172774439357701,8162,602795,427,11139,10680
7164051268963536133,1227,155961,172,2797,6222
7162592881843129605,1479,125978,69,2140,5804
7161829113098013957,1239,100427,96,3036,6900
7160380451960458501,2567,160122,218,4372,8434
7158450932051741957,3425,355821,223,5406,7174
7158122149830577413,1470,91763,106,2941,9101
7156663760667675909,2139,154191,30,3052,6686
7135908498755407109,17715,1831466,537,17229,6313
7132135416278338821,7444,432784,215,6418,6174
7124771398601460998,2074,184308,70,2076,9239
7257629809449110810,549,122975,634,1190,21434
7257553473338674459,1120,143136,1386,1075,26067
7257151362620722458,465,75705,299,319,30734
7256864674325515547,307,88562,579,1195,17734
7256678952608042267,689,240097,1665,1883,23766
7256157540520693019,178,70150,303,351,10496
7256006611666226459,683,118713,1760,1108,19100
7255952778311355674,219,36345,505,310,64534
7255315606310898971,671,211476,2526,1480,8167
7255249773395971355,1232,111330,1766,2794,40299
7255242698087501082,7193,595319,10984,25701,10378
7254976016467201306,663,198550,1672,1287,8769
7254669428091129114,1338,307040,4539,5040,25814
7254545708919901467,9539,1274999,19789,42362,22600
7254534182997675291,1601,527097,5387,15200,23083
7254518587103186203,1481,540929,3591,7388,7334
7254507731715951899,1716,528725,2719,3507,41259
7254496443665222939,673,189663,1294,1068,37734
7254488978835983642,125,26821,414,252,4500
7254154522761760027,381,125949,942,575,10734
7253459230580116763,739,189561,1940,1006,9567
7253424454162844955,438,67757,1316,649,21524
7253386386185686298,864,276497,1461,1997,8500
7253359787088334106,682,139809,1222,1430,13120
7253040655046413595,1129,188938,2985,5927,28609
7252740832720178459,657,198074,911,1357,39574
7252710579805162778,856,243098,1951,1489,5363
7251946749336620314,2140,322017,15231,7503,17112
7251660983284911386,1057,261314,1929,3016,45649
7251625376575655195,1856,394769,5428,3530,17967
7251545104945663259,823,136082,3182,1211,0
7251308971783490843,1663,302136,3629,3826,34731
7251272980209224987,1778,257762,3025,4871,35051
7036770104973020422,11744,258290,30,2084,62562
7040151716473425157,10454,304307,58,3794,94199
7257591101685533979,261,1760,0,28,9134
7257544867599928602,1503,7948,3,548,58334
7257219933241625882,328,2065,0,34,9900
7257189048140270875,345,2867,2,85,9034
7256848916484771098,408,3790,3,62,8367
7256818360640408858,1511,9857,3,725,35234
7256446910951656730,1164,10968,5,399,8134
7256075916051303707,537,4831,0,69,9900
7256075775269473562,1526,13981,3,490,12634
7255735590413503771,506,4161,0,64,7334
7255705175967452443,368,3926,0,110,31967
7255320422080613658,1132,10101,3,268,10267
7255303322767281434,2845,56612,8,4226,135334
7254993418126888219,327,3512,0,44,9900
7254947081033452826,2609,29306,6,3138,121600
7254591480508042522,273,2618,0,38,9900
7254251339960569115,991,9745,3,276,7934
7254220497406266650,2744,17838,8,2553,67834
7253849330585472282,2227,18181,6,1094,7967
7253509134232866075,339,4141,0,59,9900
7253478257515842842,5202,42616,17,3980,8500
7253138082537491738,397,5616,0,67,66634
7253107138833190171,159,2448,0,22,9900
7252720573522971910,372,3903,0,75,15267
7252395842915798277,1309,8106,2,316,7967
7252365104459648262,3779,20112,13,5290,7083
7252349530849561861,549,6697,1,315,55567
7252024744550075654,295,3070,0,67,9900
7251993857989168390,240,2630,0,26,10634
7251653909553351963,471,4074,0,27,8500
7251623043166915866,562,6912,2,486,37800
7251282623987797274,377,3848,0,40,9900
7251220785241607450,224,2320,0,9,30034
7243870995138776347,764,887987,1573,3306,16017
7257575581535980827,438,17789,19,239,48334
7255351927964241178,443,21593,330,509,71417
7254973683767332123,710,158490,537,1820,9744
7254248673641565467,290,22738,343,544,26600
7253497774707150106,1211,198212,266,2043,61867
7253141610156870938,217,14440,211,224,14800
7252764739934129434,869,29136,271,468,53067
7251649208405511451,296,17667,152,257,41800
7250896567538830619,395,45715,390,864,20417
7250541946832178459,946,138976,314,1410,59334
7250157660396424474,342,39698,314,645,47923
7249429419520036122,1437,72064,1289,4624,42709
7248677135089519899,482,32555,347,311,4434
7247935978428534043,483,41038,769,913,41534
7247595445109689626,388,28423,319,1096,124880
7246836551248776475,4129,153263,499,10054,89326
7246452256348949786,216,19902,90,266,25100
7246073576174947611,308,65776,232,452,31584
7244589328104508698,499,36764,788,955,43750
7244237277340224795,579,99038,539,729,12711
7243476130584481050,540,104126,468,736,22560
7242731303068568859,519,57735,617,712,43861
7242022322259938587,671,31674,555,551,44024
7241620131737013531,1175,33469,251,557,89210
7241264807872154907,487,41220,547,541,26609
7240910953955593498,462,24140,312,334,59094
7239763058573331738,1055,64766,354,1534,15000
7231244583743556890,2534,108980,243,6835,87334
7214162068616908038,1296,122129,935,1364,26400
7213083356760771846,509,27933,242,318,68893
7212650462074457349,241,31270,180,431,16584
7215654778020433158,39,2972,30,35,58034
7074229998571326726,392,18566,417,180,40609
7257226846985604378,57,1624,56,14,15022
7256092512543165723,98,5372,495,172,15000
7255709441142623514,2,224,1,4,14875
7255708223267786011,60,2732,37,21,8767
7255692046843841818,7,545,11,22,48967
7254608571113999642,49,1153,51,14,40034
7254607245344886042,49,1907,58,15,14488
7254236732718206235,72,3011,155,38,15000
7253497112225123611,63,5030,238,88,15000
7253489776974744859,17,1111,29,11,9334
7251999097954045211,34,1918,38,8,12200
7251642076331379995,38,1762,46,12,14800
7250519554663664922,53,2877,101,26,15046
7250156453745511707,64,5869,120,50,11800
7249403585165856026,94,5447,202,100,15000
7247919140944547098,53,2710,135,44,33034
7247532790089010458,79,7409,211,86,12840
7246828283990527259,56,3157,200,42,12050
7246082649532534043,55,3216,124,49,15000
7245330246377934107,105,9272,282,128,15000
7244576248805051674,82,3395,93,33,10007
7243465804140858651,86,6272,267,85,15000
7243117321617673499,132,7820,373,114,13211
7242349792645369114,103,4447,256,86,13067
7241988899130690842,133,11174,426,191,26516
7241981343356292379,42,3528,53,17,20588
7241233500337114395,82,25069,316,201,8219
7240859453480783130,50,4123,80,36,15000
7240522728422346010,131,10068,298,100,33400
7240522326297595163,65,5518,192,63,15022
7239758230149156123,334,33698,1349,684,15234
7239384532955303194,188,13190,423,145,34634
7239381264745188635,70,4577,260,59,14734
7252754864818654510,12557,241542,7218,5870,64434
7250879884418075950,14931,950053,6888,6072,8309
7250879391998168362,6766,543429,11601,5882,11121
7250532701940419886,11961,1141788,7471,10077,34550
7249875123694472491,4964,182298,1578,1888,41322
7249418838914370862,9061,964604,15443,13376,5967
7249383860360777003,5658,591611,6818,4815,15022
7248820792895622442,4344,320851,665,1634,3482
7248801656836623662,22338,1810582,1681,7124,9333
7247707621476584747,14466,1536225,28927,20099,15022
7247123546416205098,4769,287647,3188,2801,73500
7246988044522474798,2750,508288,8828,4453,14186
7246987573464157483,1533,182381,1876,1060,7940
7246986744069885226,2161,261185,3402,1918,11005
7246952154664193326,1495,214863,890,1355,138760
7245538413221530926,6228,486431,9139,5061,6733
7244026760545750318,11475,2153124,35317,18539,13606
7244019279299988779,7084,1033960,51423,23733,10053
7244018923249650986,2413,574058,10365,5628,12200
7242973486086409518,4312,455382,3208,2495,14790
7242970135206645038,2870,677331,2957,5387,15022
7242880186566397230,12084,1899741,7021,13260,10007
7242785122108345642,9357,1684557,2475,12583,15022
7242566835965562155,6750,627057,20001,9602,11911
7242501715226840362,3755,762038,6784,4194,8034
7242391623815122222,5597,1024998,6682,9350,15000
7242135996756708651,8666,1197672,5569,12964,4363
7242133340957019435,4208,912069,4353,5258,8707
7241612148017745198,4129,258054,6204,3118,68684
7240530428837252394,6237,418231,1545,2620,45034
7240331704571940138,6690,438218,5741,3297,9984
7237857324235377963,14555,957463,44564,20407,11888
7237855194703252778,6908,389795,2588,3096,1671
7257564577204915498,1425,101610,101,434,6534
7247567239207996715,4943,368980,1337,4026,12934
7247170060517707050,3751,99239,210,611,25089
7244588266505375022,4994,574567,1424,7864,8080
7243680414357851434,8287,809339,2194,9731,5300
7243072474060016942,6042,634014,4282,4382,6800
7238635441640000811,13111,1407003,7547,26722,13734
7237150667926752554,1634,259663,514,791,14379
7236779655888538926,5823,1243968,4618,3726,11834
7234553161875426606,2386,268591,1953,1386,15900
7230845779705859370,4171,298078,1065,5384,5038
7219761677313576238,18716,1292725,7967,14083,7847
7217860066580499754,9334,872719,1553,2976,9844
7217489327079574826,4938,558690,2583,2882,65200
7212291847513836842,3964,526679,7272,4485,6134
7209692737522715946,2822,199119,2277,1476,9934
7207161717913095470,6351,1581904,3019,3281,22453
7205259427727838510,5492,655767,3156,2291,17739
7199688657119300907,6781,801729,6517,5591,5867
7198949091681013038,2425,469374,7038,2763,9287
7198218012602830126,19825,827582,4579,2714,8634
7195964071286607146,2368,215895,1558,1125,20293
7192087508170149163,9803,1395265,10103,11074,10982
7191527277124160814,19860,2634636,15004,10204,7406
7189298302129638698,4514,543825,6727,3735,10734
7187813895040453930,11995,2185808,14933,7640,16207
7186346217268432174,4216,467284,1508,1801,7900
7186336282006834478,2024,197251,741,891,7400
7184501756729232686,8295,1208254,10025,16764,7940
7256046227077352746,433,12873,34,127,25053
7255082432049745194,11486,1291053,19687,20107,16234
7250890233409998122,1605,109893,1564,835,65834
7246097173698432302,13974,2110090,38160,11050,15022
7245711277056675118,5214,318534,12791,4503,76011
7244237689405345067,288,21397,148,117,53505
7226446157776424234,1457,45297,245,412,26307
7225616610424393003,839,64046,446,427,36704
7224945156812721450,2634,218339,5708,2086,49086
7223530839202745646,507,129940,404,775,87546
7223125829859937578,8872,1899391,5931,41647,34109
7220158822864686378,1800,271969,800,854,6477
7218272719073234222,3331,305685,4879,22033,20620
7214544085573569838,1468,188433,604,6406,19782
7212470206218849582,4667,1234094,4075,17255,17167
7212432183221308714,544,49589,188,225,18667
7208621428294438187,4205,148861,1310,4393,74280
7202406586424298795,9567,251613,1680,21712,40300
7199358034525556011,1139,75512,327,692,10448
7197916600270523694,17099,2883864,30095,214185,19567
7187498878931914027,1219,68191,184,440,9148
7183027161987583278,991,39771,391,457,23358
7180789353969487147,10401,616004,4603,53942,30417
7180129644803263787,1389,232772,587,1720,91175
7177454624310365486,2883,1166794,7293,8638,66767
7176788499901910318,2858,1107964,7600,3607,21269
7174827362037599530,4186,110100,1462,9077,67569
7173324242338073898,12426,2233013,14686,28491,29258
7172355542864792878,2371,491466,39565,10338,14349
7170403281628581166,1458,264526,419,872,22667
7168198150447009070,33464,2311416,16112,45665,26646
7167394312773307690,1351,109444,275,179,29535
7168859255779560750,18668,9139192,209607,44561,8358
6768504823336815877,562631,21999549,494052,1024145,18334
6974037602315848966,58801,18753260,318149,102508,14115
7256826327678962986,690,89416,355,415,19690
7255683841828867370,2083,553252,2697,2387,18310
7253459540002426158,2049,443059,2579,1358,10845
7252447315934383406,1499,326445,1751,1677,15789
7250224079934868779,75236,4143178,90490,196227,12380
7249451168999623982,65684,5326168,35899,543038,7174
7247519176984661294,2113,587584,2382,2942,18886
7246923326772350251,2222,2255455,10109,6211,12700
7244971130509888810,3303,1919550,22075,12976,13095
7243079712178834731,2685,529115,4430,4111,16854
7242307016453082410,1743,577592,1726,1626,12722
7240120050647092526,9663,4514517,41302,24529,16485
7238982811934313771,3747,586409,6795,3524,19770
7237570622094658862,19137,7476237,36536,55014,25030
7236387946406874414,885,748888,4219,1610,11029
7234163777430687022,3782,676160,2707,4470,23173
7233046161706241322,2347,753657,4540,3121,16903
7230801411171306794,14977,3527543,22764,47297,14256
7228980937189559598,3821,2750942,10059,8238,29999
7228276475680640299,4625,2405689,13125,9261,15766
7227146522977111338,2145,325321,2290,1505,34713
7226754712283041070,19073,7237679,40399,99738,19829
7223843384174136618,4896,936514,6076,5260,17000
7221922451012324650,24666,12525487,93976,149978,15975
7219102627735342382,3234,1154276,5613,6417,25693
7218568693398162734,3945,1502901,8803,6626,16475
7215632110630047018,4205,1592687,20740,6568,15278
7213761915842202926,29477,9643855,57521,183003,18352
7211895879031098667,2711,993906,6434,3386,18900
7210172120469441838,3281,2519097,4445,5287,27945
7257273804513152299,780,210192,441,11825,60567
7255463631679130922,1602,160404,267,31694,5107
7253164573749071150,658,201642,206,40680,42467
7252383358477536555,1194,235913,7262,14555,7334
7252024852524174634,2171,2383078,1535,33679,40334
7250933030615911722,3245,426241,1190,14242,38900
7249372623165984043,583,214313,242,11809,49167
7246229097217609002,1028,260919,235,10340,46137
7245388982467677486,755,159470,67,10416,29001
7244957547420077354,842,195064,157,10372,47034
7243114033279372590,1022,284354,1116,10803,35267
7241990079441358122,3253,1491499,4968,17815,70867
7240919756843257134,1041,289103,1053,1477,56516
7240391691105062190,2947,535650,2713,4314,44467
7239857655781608747,3031,619331,2194,7806,59477
7237906470321360170,575,147553,589,435,29976
7237238437294738731,3662,373975,233,1657,30046
7234197847149727018,1783,243923,287,915,50735
7233840043469622570,380,118723,254,234,45867
7230148933358538027,1101,204462,11137,1238,10285
7245417038578191662,1835,263175,800,1849,17366
7237596990064823594,595,55322,194,261,39218
7235751142892981550,465,75166,258,313,24800
7223898077189377326,6217,709913,2226,9330,43515
7209842752962530602,2069,296978,2685,1854,22315
7207984268969086251,1279,191434,486,622,11748
7207958834923572522,386,82718,191,245,29822
7197941247292525866,291,31275,73,160,42567
7166782480530378030,5870,1590192,5530,4780,12300
7161596617399749931,851,499700,1837,741,19318
7160455061695450410,2301,677117,13695,3720,16276
7154513262799752490,229,62335,294,119,20478
7150734267197295915,391,108651,384,310,9216
7142643330214563114,509,133467,333,189,5896
7136224601209654570,692,95222,450,320,20535
7136220909853216046,3454,927091,352,413,11004
7133659877301308718,573,95159,700,378,32012
7130738078523608366,2101,454299,1253,543,8916
7128204071537921326,5239,1688915,8735,3707,22405
7128174322069310766,1048,167236,504,1010,64566
7122550050147863851,353,69782,197,167,19191
7121064830223600939,565,367520,467,405,8659
7112572783623785770,5299,772454,501,1069,9262
