,aweme_id,comment_count,digg_count,download_count,share_count,duration
160,7227026192711290155,9959,2854686,116147,130811,8400
161,7254506734092471598,5,4066,475,163,20100
162,7252393384923401515,31658,8863196,578356,239928,67073
163,7250248848122318126,11606,1233811,41150,127620,6315
164,7246773564232207659,1399,283694,34229,30756,5875
165,7254259184492006702,118,26663,6886,1137,5898
166,7222044868128820522,27045,7107328,158502,49105,45734
167,7244884367116487963,62517,7591931,269339,309520,7313
168,7227504926187064622,491232,614256,7421,15153,14600
169,7251598273390054698,670,189535,17667,5296,6919
170,7252393384923401515,31661,8864454,578427,239967,67073
171,7250248848122318126,11606,1233869,41153,127629,6315
172,7247543631085866286,43477,7929564,116461,1257619,5234
173,7231289696939216171,200,31558,38,15187,8567
174,7230086212260990254,3588,1015649,123537,11884,156711
175,7248214988542922030,373,223527,95027,24209,19067
176,7233119631777500458,21937,6160391,645497,814769,64811
177,7244947111890914561,2993,680191,28535,19723,9287
178,7246773564232207659,1399,283734,34232,30757,5875
179,7254913587083218219,22,18262,0,94,59883
180,7250248848122318126,11606,1233943,41153,127633,6315
181,7252393384923401515,31667,8865678,578482,240012,67073
182,7245367885072387374,15185,5702445,130751,103416,29210
183,7254506734092471598,5,4080,476,163,20100
184,7227504926187064622,491250,614285,7422,15155,14600
185,7251598273390054698,670,189555,17671,5296,6919
186,7250248848122318126,11607,1234020,41155,127636,6315
187,7232271816784448814,8415,1218234,4120,34316,136867
188,7247387079301369134,4278,2079289,24005,206936,5316
189,7235668261495409962,957,98417,59873,30042,5177
190,7235523846617566506,31929,3854084,108783,728298,60975
191,7231677443558493446,0,3841845,148092,303107,5713
192,7245360703190650155,5130,2836547,19577,45236,15634
193,7242455958713126190,4047,3636609,3452,41059,59372
194,7246773564232207659,1399,283772,34233,30762,5875
195,7222740289390169387,1626,742846,6696,5349,26865
196,7239805432259349806,9896,2135484,29524,101741,5734
197,7249764987541949698,3,1978,9,6,8854
198,7222044868128820522,27045,7107416,158506,49105,45734
199,7228437349640899886,4915,1079234,7339,28033,11234
200,7242634777709284654,22604,5632572,271412,528143,12134
201,7254259184492006702,118,26694,6894,1137,5898
202,7241286610350902529,0,1257,11,3,52353
203,7245367885072387374,15185,5702485,130752,103417,29210
204,7252393384923401515,31678,8869241,578659,240124,67073
205,7239630776420093227,2413,651397,41672,13651,5934
206,7242634777709284654,22605,5632876,271430,528171,12134
207,7240152355264630062,6155,4067775,1015634,136195,14167
208,7222044868128820522,27045,7107433,158508,49105,45734
209,7250248848122318126,11608,1234137,41157,127647,6315
210,7254506734092471598,5,4089,476,163,20100
211,7252605719659187498,1555,66302,11310,17873,136486
212,7230086212260990254,3588,1015690,123546,11884,156711
213,7249461775173766443,42162,11703234,8127,2024194,5084
